model,description,finish,price
621V,With Viewer (975),SPECIAL,244.9
621VE,With Engraving (3 characters),605,231.1
621VE,With Engraving (3 characters),613,231.1
621VE,With Engraving (3 characters),613E,231.1
621VE,With Engraving (3 characters),622,300.1
621VE,With Engraving (3 characters),625,231.1
621VE,With Engraving (3 characters),626,219.6
621VE,With Engraving (3 characters),SPECIAL,286.3
625CV,Door Knocker with Viewer,605,139.1
625CV,Door Knocker with Viewer,613,139.1
625CV,Door Knocker with Viewer,613E,139.1
625CV,Door Knocker with Viewer,622,180.5
625CV,Door Knocker with Viewer,625,139.1
625CV,Door Knocker with Viewer,626,136.8
625CV,Door Knocker with Viewer,SPECIAL,174.8
625CVE,"Door Knocker with Viewer,",605,148.3
625CVE,"Door Knocker with Viewer,",613,148.3
625CVE,"Door Knocker with Viewer,",613E,148.3
625CVE,"Door Knocker with Viewer,",622,193.2
625CVE,"Door Knocker with Viewer,",625,148.3
625CVE,"Door Knocker with Viewer,",626,143.7
625CVE,"Door Knocker with Viewer,",SPECIAL,185.1
625V,Door Knocker with Viewer,605,148.3
625V,Door Knocker with Viewer,613,148.3
625V,Door Knocker with Viewer,613E,148.3
625V,Door Knocker with Viewer,622,193.2
625V,Door Knocker with Viewer,625,148.3
625V,Door Knocker with Viewer,626,143.7
625V,Door Knocker with Viewer,SPECIAL,185.1
625VE,Door Knocker with Viewer &,605,158.7
625VE,Door Knocker with Viewer &,613,158.7
625VE,Door Knocker with Viewer &,613E,158.7
625VE,Door Knocker with Viewer &,622,205.8
625VE,Door Knocker with Viewer &,625,158.7
625VE,Door Knocker with Viewer &,626,151.8
625VE,Door Knocker with Viewer &,SPECIAL,197.8
751,Handicap Sign with Braille,SPECIAL,156.4
752,Title 24 Restroom Sign - Unisex,SPECIAL,179.4
753,Title 24 Restroom Sign - Men,SPECIAL,94.3
754,Title 24 Restroom Sign - Women,SPECIAL,94.3
760,Engraved Plastic Sign,625,37.9
760,Engraved Plastic Sign,626,10.3
760,Engraved Plastic Sign,625,48.3
760,Engraved Plastic Sign,626,11.5
760,Engraved Plastic Sign,625,69.0
760,Engraved Plastic Sign,626,13.8
760,Engraved Plastic Sign,625,92.0
760,Engraved Plastic Sign,626,162.1
771,"Decal Signage ""This Door…""",SPECIAL,26.4
773,"Decal Signage ""These Doors…""",SPECIAL,26.4
793,Engraved Metal Sign,625,74.55
793,Engraved Metal Sign,626,18.9
793,Engraved Metal Sign,625,93.1
793,Engraved Metal Sign,626,23.3
793,Engraved Metal Sign,625,125.3
793,Engraved Metal Sign,626,34.8
793,Engraved Metal Sign,625,218.5
793,Engraved Metal Sign,626,245.7
802,3-Way Catch,626,24.5
802,3-Way Catch,SPECIAL,43.7
804,3-Way Catch,605,35.7
804,3-Way Catch,626,35.7
804,3-Way Catch,SPECIAL,63.2
810,Heavy Duty Magnetic Catch,SPECIAL,25.5
962-UL,Door Viewer - 160º,605,20.4
962-UL,Door Viewer - 160º,622,31.0
962-UL,Door Viewer - 160º,625,20.4
963-UL,Door Viewer - 160º,613,31.0
964-UL,UL Door Viewer -160º,605,20.4
964-UL,UL Door Viewer -160º,622,19.5
964-UL,UL Door Viewer -160º,625,20.4
964-UL-CAP,UL Door Viewer w/Cap - 160º,605,18.8
964-UL-CAP,UL Door Viewer w/Cap - 160º,625,18.8
965-UL,UL Door Viewer - 160º,613,19.5
965-UL,UL Door Viewer - 160º,626,17.85
966-UL-CAP,UL Door Viewer w/Cap - 160º,613,32.2
966-UL-CAP,UL Door Viewer w/Cap - 160º,613E,32.2
966-UL-CAP,UL Door Viewer w/Cap - 160º,626,29.4
967-UL,UL Door Viewer -160º,605,19.5
967-UL,UL Door Viewer -160º,625,20.7
975,Door Viewer,605,13.8
975,Door Viewer,625,13.8
975CV,(10pk) Cap only for Viewers,605,88.1
975CV,(10pk) Cap only for Viewers,613,138.0
975CV,(10pk) Cap only for Viewers,613E,0.0
975CV,(10pk) Cap only for Viewers,622,138.0
975CV,(10pk) Cap only for Viewers,625,88.1
975CV,(10pk) Cap only for Viewers,626,126.0
975L,Door Viewer - Extra Long -160º,605,14.9
975L,Door Viewer - Extra Long -160º,625,14.9
960,Door Viewer 200º,605,18.7
960,Door Viewer 200º,625,18.4
960,Door Viewer 200º,626,18.7
961,Door Viewer,626,26.4
967-UL,UL Door Viewer - 200º,605,19.0
967-UL,UL Door Viewer - 200º,625,20.7
967-UL,UL Door Viewer - 200º,626,19.0
968-UL,UL Door Viewer - 200º,613,28.7
968-UL,UL Door Viewer - 200º,622,28.7
970-UL-CAP,UL Door Viewer with Cap - 200º,605,28.7
970-UL-CAP,UL Door Viewer with Cap - 200º,625,28.7
971-UL-CAP,UL Door Viewer with Cap - 200º,622,40.2
972-UL-CAP,UL Door Viewer with Cap - 200º,613,40.2
972-UL-CAP,UL Door Viewer with Cap - 200º,626,26.0
976CV,(10pk) Cap only for Viewers,605,109.3
976CV,(10pk) Cap only for Viewers,613,109.3
976CV,(10pk) Cap only for Viewers,622,109.3
976CV,(10pk) Cap only for Viewers,625,108.7
976CV,(10pk) Cap only for Viewers,626,108.7
977U-HDCAP,Door Viewer,613,66.7
977U-HDCAP,Door Viewer,622,66.7
977U-HDCAP,Door Viewer,625,51.7
977U-HDCAP,Door Viewer,626,51.7
1001-1,"Push Plate 3"" x 12""",605,53.3
1001-1,"Push Plate 3"" x 12""",613,53.3
1001-1,"Push Plate 3"" x 12""",613E,48.2
1001-1,"Push Plate 3"" x 12""",622,48.2
1001-1,"Push Plate 3"" x 12""",625,49.2
1001-1,"Push Plate 3"" x 12""",626,49.2
1001-1,"Push Plate 3"" x 12""",628,51.3
1001-1,"Push Plate 3"" x 12""",629,53.3
1001-1,"Push Plate 3"" x 12""",630,20.5
1001-1,"Push Plate 3"" x 12""",710CU,76.9
1001-1,"Push Plate 3"" x 12""",SPECIAL,60.9
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",605,95.5
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",613,95.5
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",613E,86.4
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",622,86.4
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",625,88.2
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",626,88.2
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",628,91.9
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",629,95.5
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",630,36.8
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",710CU,137.8
1001-1CFC,"Push Plate 3"" x 12"" - Cut for Cyl",SPECIAL,83.9
1001-2,"Push Plate 3-1/2"" X 15""",605,65.7
1001-2,"Push Plate 3-1/2"" X 15""",613,65.7
1001-2,"Push Plate 3-1/2"" X 15""",613E,59.3
1001-2,"Push Plate 3-1/2"" X 15""",622,59.3
1001-2,"Push Plate 3-1/2"" X 15""",625,60.6
1001-2,"Push Plate 3-1/2"" X 15""",626,60.6
1001-2,"Push Plate 3-1/2"" X 15""",628,63.1
1001-2,"Push Plate 3-1/2"" X 15""",629,65.7
1001-2,"Push Plate 3-1/2"" X 15""",630,25.3
1001-2,"Push Plate 3-1/2"" X 15""",710CU,94.7
1001-2,"Push Plate 3-1/2"" X 15""",SPECIAL,72.4
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",605,112.5
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",613,112.5
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",613E,101.6
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",622,101.6
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",625,103.8
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",626,103.8
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",628,108.1
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",629,112.5
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",630,43.3
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",710CU,162.2
1001-2CFC,"Push Plate 3-1/2"" X 15"" Cut for Cyl",SPECIAL,77.0
1001-3,"Push Plate 4"" x 16""",605,65.7
1001-3,"Push Plate 4"" x 16""",613,65.7
1001-3,"Push Plate 4"" x 16""",613E,59.3
1001-3,"Push Plate 4"" x 16""",622,59.3
1001-3,"Push Plate 4"" x 16""",625,60.6
1001-3,"Push Plate 4"" x 16""",626,60.6
1001-3,"Push Plate 4"" x 16""",628,63.1
1001-3,"Push Plate 4"" x 16""",629,65.7
1001-3,"Push Plate 4"" x 16""",630,25.3
1001-3,"Push Plate 4"" x 16""",710CU,94.7
1001-3,"Push Plate 4"" x 16""",SPECIAL,72.4
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",605,109.9
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",613,109.9
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",613E,99.3
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",622,99.3
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",625,101.4
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",626,101.4
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",628,105.6
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",629,109.9
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",630,42.3
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",710CU,158.4
1001-3CFC,"Push Plate 4"" x 16"" - Cut for Cyl",SPECIAL,94.3
1001-3.BPVC,"Push Plate 4"" x 16"" with Cool Touch Coating",SPECIAL,86.2
1001-4x20,"Push Plate 4"" x 20""",605,79.3
1001-4x20,"Push Plate 4"" x 20""",613,79.3
1001-4x20,"Push Plate 4"" x 20""",613E,71.7
1001-4x20,"Push Plate 4"" x 20""",622,71.7
1001-4x20,"Push Plate 4"" x 20""",625,73.2
1001-4x20,"Push Plate 4"" x 20""",626,73.2
1001-4x20,"Push Plate 4"" x 20""",628,76.3
1001-4x20,"Push Plate 4"" x 20""",629,79.3
1001-4x20,"Push Plate 4"" x 20""",630,30.5
1001-4x20,"Push Plate 4"" x 20""",710CU,114.4
1001-4x20,"Push Plate 4"" x 20""",SPECIAL,87.4
1001-9,"Push Plate 6"" x 16""",605,91.0
1001-9,"Push Plate 6"" x 16""",613,91.0
1001-9,"Push Plate 6"" x 16""",613E,82.3
1001-9,"Push Plate 6"" x 16""",622,82.3
1001-9,"Push Plate 6"" x 16""",625,84.0
1001-9,"Push Plate 6"" x 16""",626,84.0
1001-9,"Push Plate 6"" x 16""",628,87.5
1001-9,"Push Plate 6"" x 16""",629,91.0
1001-9,"Push Plate 6"" x 16""",630,35.0
1001-9,"Push Plate 6"" x 16""",710CU,131.3
1001-9,"Push Plate 6"" x 16""",SPECIAL,124.2
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",605,144.3
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",613,144.3
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",613E,130.4
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",622,130.4
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",625,133.2
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",626,133.2
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",628,138.8
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",629,144.3
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",630,55.5
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",710CU,208.1
1001-9CFC,"Push Plate 6"" x 16"" - Cut for Cyl",SPECIAL,147.2
1001-11,"Push Plate 8"" x 16""",605,188.5
1001-11,"Push Plate 8"" x 16""",613,188.5
1001-11,"Push Plate 8"" x 16""",613E,170.4
1001-11,"Push Plate 8"" x 16""",622,170.4
1001-11,"Push Plate 8"" x 16""",625,174.0
1001-11,"Push Plate 8"" x 16""",626,174.0
1001-11,"Push Plate 8"" x 16""",628,181.3
1001-11,"Push Plate 8"" x 16""",629,188.5
1001-11,"Push Plate 8"" x 16""",630,72.5
1001-11,"Push Plate 8"" x 16""",710CU,271.9
1001-11,"Push Plate 8"" x 16""",SPECIAL,142.6
1010-1,"Pull Plate 3"" x 12""",605,146.0
1010-1,"Pull Plate 3"" x 12""",613,162.1
1010-1,"Pull Plate 3"" x 12""",613E,162.1
1010-1,"Pull Plate 3"" x 12""",622,210.4
1010-1,"Pull Plate 3"" x 12""",625,162.1
1010-1,"Pull Plate 3"" x 12""",626,154.1
1010-1,"Pull Plate 3"" x 12""",628,143.7
1010-1,"Pull Plate 3"" x 12""",629,152.9
1010-1,"Pull Plate 3"" x 12""",630,154.1
1010-1,"Pull Plate 3"" x 12""",SPECIAL,202.4
1010-2,"Pull Plate 3-1/2"" x 15""",605,146.0
1010-2,"Pull Plate 3-1/2"" x 15""",613,162.1
1010-2,"Pull Plate 3-1/2"" x 15""",613E,162.1
1010-2,"Pull Plate 3-1/2"" x 15""",622,210.4
1010-2,"Pull Plate 3-1/2"" x 15""",625,162.1
1010-2,"Pull Plate 3-1/2"" x 15""",626,154.1
1010-2,"Pull Plate 3-1/2"" x 15""",628,143.7
1010-2,"Pull Plate 3-1/2"" x 15""",629,152.9
1010-2,"Pull Plate 3-1/2"" x 15""",630,154.1
1010-2,"Pull Plate 3-1/2"" x 15""",SPECIAL,202.4
1010-3,"Pull Plate 4"" x 16""",605,157.5
1010-3,"Pull Plate 4"" x 16""",613,169.0
1010-3,"Pull Plate 4"" x 16""",613E,169.0
1010-3,"Pull Plate 4"" x 16""",622,219.6
1010-3,"Pull Plate 4"" x 16""",625,169.0
1010-3,"Pull Plate 4"" x 16""",626,166.7
1010-3,"Pull Plate 4"" x 16""",628,149.5
1010-3,"Pull Plate 4"" x 16""",629,169.0
1010-3,"Pull Plate 4"" x 16""",630,161.0
1010-3,"Pull Plate 4"" x 16""",SPECIAL,208.1
1012-2,"Pull Plate 3-1/2"" x 15""",613,275.9
1012-2,"Pull Plate 3-1/2"" x 15""",613E,275.9
1012-2,"Pull Plate 3-1/2"" x 15""",622,358.7
1012-2,"Pull Plate 3-1/2"" x 15""",625,275.9
1012-2,"Pull Plate 3-1/2"" x 15""",626,251.8
1012-2,"Pull Plate 3-1/2"" x 15""",629,275.9
1012-2,"Pull Plate 3-1/2"" x 15""",630,261.0
1012-2,"Pull Plate 3-1/2"" x 15""",SPECIAL,342.6
1012-3,"Pull Plate 4"" x 16""",613,275.9
1012-3,"Pull Plate 4"" x 16""",613E,275.9
1012-3,"Pull Plate 4"" x 16""",622,358.7
1012-3,"Pull Plate 4"" x 16""",625,275.9
1012-3,"Pull Plate 4"" x 16""",626,251.8
1012-3,"Pull Plate 4"" x 16""",629,275.9
1012-3,"Pull Plate 4"" x 16""",630,261.0
1012-3,"Pull Plate 4"" x 16""",SPECIAL,342.6
1013-2,"Pull Plate 3-1/2"" x 15""",613,188.6
1013-2,"Pull Plate 3-1/2"" x 15""",613E,124.2
1013-2,"Pull Plate 3-1/2"" x 15""",622,151.15
1013-2,"Pull Plate 3-1/2"" x 15""",626,184.0
1013-2,"Pull Plate 3-1/2"" x 15""",628,0.0
1013-2,"Pull Plate 3-1/2"" x 15""",629,188.6
1013-2,"Pull Plate 3-1/2"" x 15""",630,101.2
1013-2,"Pull Plate 3-1/2"" x 15""",SPECIAL,238.0
1013-2B,"Pull Plate 3-1/2"" x 15""",613,209.3
1013-2B,"Pull Plate 3-1/2"" x 15""",613E,152.9
1013-2B,"Pull Plate 3-1/2"" x 15""",622,198.9
1013-2B,"Pull Plate 3-1/2"" x 15""",626,202.4
1013-2B,"Pull Plate 3-1/2"" x 15""",628,0.0
1013-2B,"Pull Plate 3-1/2"" x 15""",629,209.3
1013-2B,"Pull Plate 3-1/2"" x 15""",630,123.0
1013-2B,"Pull Plate 3-1/2"" x 15""",SPECIAL,262.1
1013-3,"Pull Plate 4"" x 16""",613,209.3
1013-3,"Pull Plate 4"" x 16""",613E,157.5
1013-3,"Pull Plate 4"" x 16""",622,204.7
1013-3,"Pull Plate 4"" x 16""",626,0.0
1013-3,"Pull Plate 4"" x 16""",628,0.0
1013-3,"Pull Plate 4"" x 16""",629,209.3
1013-3,"Pull Plate 4"" x 16""",630,127.6
1013-3,"Pull Plate 4"" x 16""",SPECIAL,262.1
1013-3B,"Pull Plate 4"" x 16""",613,227.7
1013-3B,"Pull Plate 4"" x 16""",613E,188.6
1013-3B,"Pull Plate 4"" x 16""",622,244.9
1013-3B,"Pull Plate 4"" x 16""",626,278.2
1013-3B,"Pull Plate 4"" x 16""",628,0.0
1013-3B,"Pull Plate 4"" x 16""",629,227.7
1013-3B,"Pull Plate 4"" x 16""",630,151.8
1013-3B,"Pull Plate 4"" x 16""",SPECIAL,355.3
1014-2,"Pull Plate 3-1/2"" x 15""",605,152.55
1014-2,"Pull Plate 3-1/2"" x 15""",613,158.1
1014-2,"Pull Plate 3-1/2"" x 15""",613E,123.0
1014-2,"Pull Plate 3-1/2"" x 15""",622,159.8
1014-2,"Pull Plate 3-1/2"" x 15""",626,148.4
1014-2,"Pull Plate 3-1/2"" x 15""",629,138.0
1014-2,"Pull Plate 3-1/2"" x 15""",630,119.25
1014-2,"Pull Plate 3-1/2"" x 15""",SPECIAL,172.5
1014-3,"Pull Plate 4"" x 16""",605,160.85
1014-3,"Pull Plate 4"" x 16""",613,165.0
1014-3,"Pull Plate 4"" x 16""",613E,126.5
1014-3,"Pull Plate 4"" x 16""",622,159.45
1014-3,"Pull Plate 4"" x 16""",626,158.1
1014-3,"Pull Plate 4"" x 16""",629,149.5
1014-3,"Pull Plate 4"" x 16""",630,122.1
1014-3,"Pull Plate 4"" x 16""",SPECIAL,186.3
1014-3B,"Pull Plate 4"" x 16""",605,174.7
1014-3B,"Pull Plate 4"" x 16""",613,177.5
1014-3B,"Pull Plate 4"" x 16""",613E,163.3
1014-3B,"Pull Plate 4"" x 16""",622,212.7
1014-3B,"Pull Plate 4"" x 16""",626,170.55
1014-3B,"Pull Plate 4"" x 16""",629,163.3
1014-3B,"Pull Plate 4"" x 16""",630,140.1
1014-3B,"Pull Plate 4"" x 16""",SPECIAL,205.8
1015-2,"Pull Plate 3-1/2"" x 15""",605,137.3
1015-2,"Pull Plate 3-1/2"" x 15""",613,152.55
1015-2,"Pull Plate 3-1/2"" x 15""",613E,116.1
1015-2,"Pull Plate 3-1/2"" x 15""",622,144.2
1015-2,"Pull Plate 3-1/2"" x 15""",626,144.2
1015-2,"Pull Plate 3-1/2"" x 15""",629,142.6
1015-2,"Pull Plate 3-1/2"" x 15""",630,104.0
1015-2,"Pull Plate 3-1/2"" x 15""",SPECIAL,178.2
1015-2B,"Pull Plate 3-1/2"" x 15""",605,162.1
1015-2B,"Pull Plate 3-1/2"" x 15""",613,162.1
1015-2B,"Pull Plate 3-1/2"" x 15""",613E,124.2
1015-2B,"Pull Plate 3-1/2"" x 15""",622,161.0
1015-2B,"Pull Plate 3-1/2"" x 15""",626,158.7
1015-2B,"Pull Plate 3-1/2"" x 15""",629,162.1
1015-2B,"Pull Plate 3-1/2"" x 15""",630,101.2
1015-2B,"Pull Plate 3-1/2"" x 15""",SPECIAL,202.4
1015-3,"Pull Plate 4"" x 16""",605,147.0
1015-3,"Pull Plate 4"" x 16""",613,159.45
1015-3,"Pull Plate 4"" x 16""",613E,116.1
1015-3,"Pull Plate 4"" x 16""",622,153.95
1015-3,"Pull Plate 4"" x 16""",626,152.55
1015-3,"Pull Plate 4"" x 16""",629,151.8
1015-3,"Pull Plate 4"" x 16""",630,105.4
1015-3,"Pull Plate 4"" x 16""",SPECIAL,188.6
1015-3B,"Pull Plate 4"" x 16""",605,162.1
1015-3B,"Pull Plate 4"" x 16""",613,162.1
1015-3B,"Pull Plate 4"" x 16""",613E,124.2
1015-3B,"Pull Plate 4"" x 16""",622,161.0
1015-3B,"Pull Plate 4"" x 16""",626,157.5
1015-3B,"Pull Plate 4"" x 16""",629,162.1
1015-3B,"Pull Plate 4"" x 16""",630,101.2
1015-3B,"Pull Plate 4"" x 16""",SPECIAL,202.4
1017-2,"Pull Plate 3-1/2"" x 15""",605,144.2
1017-2,"Pull Plate 3-1/2"" x 15""",613,165.0
1017-2,"Pull Plate 3-1/2"" x 15""",613E,159.45
1017-2,"Pull Plate 3-1/2"" x 15""",622,159.45
1017-2,"Pull Plate 3-1/2"" x 15""",626,144.25
1017-2,"Pull Plate 3-1/2"" x 15""",629,131.1
1017-2,"Pull Plate 3-1/2"" x 15""",630,83.2
1017-2,"Pull Plate 3-1/2"" x 15""",710CU,218.5
1017-2,"Pull Plate 3-1/2"" x 15""",SPECIAL,163.3
1017-2B,"Pull Plate 3-1/2"" x 15""",605,155.3
1017-2B,"Pull Plate 3-1/2"" x 15""",613,177.5
1017-2B,"Pull Plate 3-1/2"" x 15""",613E,167.8
1017-2B,"Pull Plate 3-1/2"" x 15""",622,167.8
1017-2B,"Pull Plate 3-1/2"" x 15""",626,155.3
1017-2B,"Pull Plate 3-1/2"" x 15""",628,121.9
1017-2B,"Pull Plate 3-1/2"" x 15""",629,136.8
1017-2B,"Pull Plate 3-1/2"" x 15""",630,86.0
1017-2B,"Pull Plate 3-1/2"" x 15""",710CU,226.5
1017-2B,"Pull Plate 3-1/2"" x 15""",SPECIAL,169.0
1017-3,"Pull Plate 4"" x 16""",605,152.55
1017-3,"Pull Plate 4"" x 16""",613,174.7
1017-3,"Pull Plate 4"" x 16""",613E,88.5
1017-3,"Pull Plate 4"" x 16""",622,115.0
1017-3,"Pull Plate 4"" x 16""",626,155.3
1017-3,"Pull Plate 4"" x 16""",628,126.5
1017-3,"Pull Plate 4"" x 16""",629,139.1
1017-3,"Pull Plate 4"" x 16""",630,83.2
1017-3,"Pull Plate 4"" x 16""",710CU,235.7
1017-3,"Pull Plate 4"" x 16""",SPECIAL,173.6
1017-3B,"Pull Plate 4"" x 16""",605,160.85
1017-3B,"Pull Plate 4"" x 16""",613,187.2
1017-3B,"Pull Plate 4"" x 16""",613E,176.1
1017-3B,"Pull Plate 4"" x 16""",622,176.1
1017-3B,"Pull Plate 4"" x 16""",626,165.0
1017-3B,"Pull Plate 4"" x 16""",628,134.5
1017-3B,"Pull Plate 4"" x 16""",629,148.3
1017-3B,"Pull Plate 4"" x 16""",630,76.3
1017-3B,"Pull Plate 4"" x 16""",710CU,246.0
1017-3B,"Pull Plate 4"" x 16""",SPECIAL,186.3
1017-3C,"Pull Plate 4"" x 16""",605,162.1
1017-3C,"Pull Plate 4"" x 16""",613,162.1
1017-3C,"Pull Plate 4"" x 16""",613E,94.3
1017-3C,"Pull Plate 4"" x 16""",622,123.0
1017-3C,"Pull Plate 4"" x 16""",626,158.7
1017-3C,"Pull Plate 4"" x 16""",628,0.0
1017-3C,"Pull Plate 4"" x 16""",629,162.1
1017-3C,"Pull Plate 4"" x 16""",630,77.0
1017-3C,"Pull Plate 4"" x 16""",710CU,271.3
1017-3C,"Pull Plate 4"" x 16""",SPECIAL,201.2
1018-2,"Pull Plate 3-1/2"" x 15""",605,226.0
1018-2,"Pull Plate 3-1/2"" x 15""",613,266.25
1018-2,"Pull Plate 3-1/2"" x 15""",613E,253.75
1018-2,"Pull Plate 3-1/2"" x 15""",622,253.75
1018-2,"Pull Plate 3-1/2"" x 15""",626,226.0
1018-2,"Pull Plate 3-1/2"" x 15""",629,216.2
1018-2,"Pull Plate 3-1/2"" x 15""",630,135.9
1018-2,"Pull Plate 3-1/2"" x 15""",710CU,363.3
1018-2,"Pull Plate 3-1/2"" x 15""",SPECIAL,271.3
1018-2B,"Pull Plate 3-1/2"" x 15""",605,244.1
1018-2B,"Pull Plate 3-1/2"" x 15""",613,291.2
1018-2B,"Pull Plate 3-1/2"" x 15""",613E,278.7
1018-2B,"Pull Plate 3-1/2"" x 15""",622,278.2
1018-2B,"Pull Plate 3-1/2"" x 15""",629,242.6
1018-2B,"Pull Plate 3-1/2"" x 15""",630,149.75
1018-2B,"Pull Plate 3-1/2"" x 15""",710CU,407.0
1018-2B,"Pull Plate 3-1/2"" x 15""",SPECIAL,302.4
1018-3,"Pull Plate 4"" x 16""",605,235.75
1018-3,"Pull Plate 4"" x 16""",613,274.55
1018-3,"Pull Plate 4"" x 16""",613E,247.6
1018-3,"Pull Plate 4"" x 16""",622,260.7
1018-3,"Pull Plate 4"" x 16""",629,242.6
1018-3,"Pull Plate 4"" x 16""",630,140.1
1018-3,"Pull Plate 4"" x 16""",710CU,407.0
1018-3,"Pull Plate 4"" x 16""",SPECIAL,302.4
1018-3B,"Pull Plate 4"" x 16""",605,287.4
1018-3B,"Pull Plate 4"" x 16""",613,302.3
1018-3B,"Pull Plate 4"" x 16""",613E,147.2
1018-3B,"Pull Plate 4"" x 16""",622,287.1
1018-3B,"Pull Plate 4"" x 16""",626,281.7
1018-3B,"Pull Plate 4"" x 16""",629,287.4
1018-3B,"Pull Plate 4"" x 16""",630,152.55
1018-3B,"Pull Plate 4"" x 16""",710CU,482.9
1018-3B,"Pull Plate 4"" x 16""",SPECIAL,358.7
1035-1,"Pull Plate 3"" x 12""",630,167.7
1035-1,"Pull Plate 3"" x 12""",710CU,314.4
1035-2,"Pull Plate 3-1/2"" x 15""",630,782.2
1035-2,"Pull Plate 3-1/2"" x 15""",710CU,1465.8
1035-3,"Pull Plate 4"" x 16""",630,1428.3
1035-3,"Pull Plate 4"" x 16""",710CU,2676.7
1041-4,"Push Plate 8"" x 16""",605,328.6
1041-4,"Push Plate 8"" x 16""",613,328.6
1041-4,"Push Plate 8"" x 16""",613E,296.2
1041-4,"Push Plate 8"" x 16""",622,384.9
1041-4,"Push Plate 8"" x 16""",626,322.6
1041-4,"Push Plate 8"" x 16""",629,311.7
1041-4,"Push Plate 8"" x 16""",630,243.4
1041-4,"Push Plate 8"" x 16""",SPECIAL,413.7
1056-4,"Pull Plate 8"" x 16""",605,482.0
1056-4,"Pull Plate 8"" x 16""",613,482.0
1056-4,"Pull Plate 8"" x 16""",613E,470.0
1056-4,"Pull Plate 8"" x 16""",622,611.5
1056-4,"Pull Plate 8"" x 16""",626,473.6
1056-4,"Pull Plate 8"" x 16""",629,458.0
1056-4,"Pull Plate 8"" x 16""",630,384.9
1056-4,"Pull Plate 8"" x 16""",SPECIAL,604.3
1059,Round Flush Cup Pull,605,94.3
1059,Round Flush Cup Pull,613,104.6
1059,Round Flush Cup Pull,613E,94.3
1059,Round Flush Cup Pull,622,123.0
1059,Round Flush Cup Pull,625,104.6
1059,Round Flush Cup Pull,626,92.0
1059,Round Flush Cup Pull,SPECIAL,129.9
1060,Flush Pull,605,103.5
1060,Flush Pull,613,86.2
1060,Flush Pull,613E,86.2
1060,Flush Pull,622,112.7
1060,Flush Pull,625,133.4
1060,Flush Pull,626,69.0
1060,Flush Pull,710CU,179.4
1060,Flush Pull,SPECIAL,133.4
1061,Flush Pull,605,64.4
1061,Flush Pull,613,64.4
1061,Flush Pull,613E,64.4
1061,Flush Pull,622,83.9
1061,Flush Pull,625,103.5
1061,Flush Pull,626,62.1
1061,Flush Pull,710CU,169.0
1061,Flush Pull,SPECIAL,124.2
1062,Concealed Door Pull Edge,605,119.6
1062,Concealed Door Pull Edge,613,119.6
1062,Concealed Door Pull Edge,613E,117.3
1062,Concealed Door Pull Edge,622,152.9
1062,Concealed Door Pull Edge,625,119.6
1062,Concealed Door Pull Edge,626,95.4
