model,description,finish,price
KE37-1,90º Edge Guard-square edged,SPECIAL,363.3
KE37-1,90º Edge Guard-square edged,605,404.7
KE37-1,90º Edge Guard-square edged,613,404.7
KE37-1,90º Edge Guard-square edged,630,308.1
KE37-1,90º Edge Guard-square edged,SPECIAL,476.0
KE37-1,90º Edge Guard-square edged,605,516.2
KE37-1,90º Edge Guard-square edged,613,516.2
KE37-1,90º Edge Guard-square edged,630,357.6
KE37-1,90º Edge Guard-square edged,SPECIAL,587.5
KE37-2,93º Edge Guard-square edged,605,310.4
KE37-2,93º Edge Guard-square edged,613,310.4
KE37-2,93º Edge Guard-square edged,630,278.2
KE37-2,93º Edge Guard-square edged,SPECIAL,386.3
KE37-2,93º Edge Guard-square edged,605,422.0
KE37-2,93º Edge Guard-square edged,613,422.0
KE37-2,93º Edge Guard-square edged,630,327.7
KE37-2,93º Edge Guard-square edged,SPECIAL,497.8
KE37-2,93º Edge Guard-square edged,605,533.5
KE37-2,93º Edge Guard-square edged,613,533.5
KE37-2,93º Edge Guard-square edged,630,377.1
KE37-2,93º Edge Guard-square edged,SPECIAL,609.4
KE38-1,Edge Guard - Double Acting Door,605,487.5
KE38-1,Edge Guard - Double Acting Door,613,487.5
KE38-1,Edge Guard - Double Acting Door,630,403.6
KE38-1,Edge Guard - Double Acting Door,SPECIAL,609.4
KE38-1,Edge Guard - Double Acting Door,605,600.2
KE38-1,Edge Guard - Double Acting Door,613,600.2
KE38-1,Edge Guard - Double Acting Door,630,453.0
KE38-1,Edge Guard - Double Acting Door,SPECIAL,720.9
KE38-1,Edge Guard - Double Acting Door,605,711.7
KE38-1,Edge Guard - Double Acting Door,613,711.7
KE38-1,Edge Guard - Double Acting Door,630,502.4
KE38-1,Edge Guard - Double Acting Door,SPECIAL,833.6
K39,"Finger Guard up to 42"" long",630,480.6
